keyword,location,title,address,phone,website,rating,reviews,place_id,data_id,needs_scraping,email,facebook,instagram,linkedin,youtube,twitter,tiktok,scrape_status
property developers,11568,Gridhab Property Development,,(516) 744-1991,http://www.gridhab.com/,5.0,11,4297388598123229359,,NO,info@gridhab.com,https://www.facebook.com/gridhab/,https://www.instagram.com/gridhab_property_development/,https://www.linkedin.com/in/laura-lenoci-46b39897,https://www.youtube.com/channel/UCbSSTDmZNSQEYAdS9bAWbhw,,,success
architects,11568,Hicks Landscape Design,"Westbury, NY",(516) 334-0068,http://www.hickslandscapedesign.com/,5.0,125,8464951758289153866,,NO,design@hicksnurseries.com,https://www.facebook.com/hicksnurseries,https://www.instagram.com/hicksnurseries,,https://www.youtube.com/hicksnurseries,https://www.twitter.com/hicksnurseries,,success
architects,19035,JPF Architects,"Gladwyne, PA",(610) 420-7662,https://jpfarchitects.com/,5.0,1,5967595993714055681,,NO,JustinF@JPFArchitects.com,,,,,,,success
interior designers,07620,Jennifer Pacca Interior Design of NJ,"Wyckoff, NJ",(201) 722-8540,https://www.jenniferpaccainteriors.com/,5.0,16,2049725936239029846,,NO,"info@jpiteam.com, info@jpiteam.como",https://www.facebook.com/jenniferpaccainteriorsofficial,https://www.instagram.com/jenniferpaccainteriors/,,,,,success
kitchen contractors,07723,AE Kitchen and Bath Design Center,"Marlboro Township, NJ",(732) 677-3977,https://aekitchenandbath.com/,4.8,69,1238411995201990432,,NO,"info@aekitchenandbath.com, info@aekitchenandbath.comFOLLOW, info@aekitchenandbath.comLAVALLETTE, info@aekitchenandbath.comLocations",https://www.facebook.com/profile.php?id=100066853027929,https://www.instagram.com/aekitchenandbathdesign/,,https://www.youtube.com/user/Wix,,,success
home builders,07711,Estrella Homes LLC,,(732) 299-5358,https://www.instagram.com/estrella.homes,5.0,3,1639100228705251620,,NO,,,,,,,,success
property developers,07620,Common Unity Real Estate LLC,"Belleville, NJ",(973) 320-9193,https://www.commonunityre.com/,5.0,27,926768389380573993,,NO,Info@CommonUnityRE.com,https://www.facebook.com/CommonUnityRE,https://www.instagram.com/commonunityrealestate/,,https://www.youtube.com/@commonunityrealestatellc288,,,success
general contractors,07078,Marek's Remodeling & Construction,"Short Hills, NJ",(201) 463-1107,https://mareksremodelingandconstruction.com/,5.0,4,18042435340844969011,,NO,remodelingbymarek@gmail.com,,https://www.instagram.com/mareksremodeling/,,,,,success
general contractors,19035,"Watson General Contracting, LLC","Folsom, PA",(610) 809-9527,https://www.watsongc.com/,5.0,158,12317513372074235694,,NO,getmyquote@watsongc.comPhone,http://facebook.com/watsongc,http://instagram.com/watson_gc,,,http://twitter.com/watsongc,,success
property developers,07620,Sharona Development Corporation,"North Bergen, NJ",(201) 868-1453,http://sharonadevelopment.com/,5.0,2,16132904571508337464,,NO,,,,,,,,success
home builders,19041,Rotelle Studio(e),"Pottstown, PA",(610) 572-2013,https://rotelle.com/?utm_source=GBP&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button,4.5,105,2880771363824315248,,NO,salesinfo@rotelle.com,https://www.facebook.com/RotelleStudioe/,https://www.instagram.com/rotellestudioe/,https://www.linkedin.com/company/the-rotelle-companies/,,,,success
remodeling contractors,11976,Preferred Remodeling & Construction Co.,,(631) 543-2600,https://www.preferredremodeling.net/?utm_source=GBP,4.9,92,16377063830930206038,,NO,"543-2600preferredremodeling@hotmail.com, preferredremodeling@hotmail.com",https://www.facebook.com/preferredremodeling/,,,,,,success
architects,08202,Studio One Architects,"Avalon, NJ",(609) 368-2012,https://www.houzz.com/hznb/professionals/architects-and-building-designers/studio-one-architects-pfvwus-pf~1921564510?,,,9988787343036917815,,NO,,,,,,,,429
property developers,11568,"Sun Luxury Homes & Developers, Inc.","Syosset, NY",(516) 786-4786,http://www.sunluxuryhomes.com/,5.0,13,3169721921328786026,,NO,,https://www.facebook.com/SunLuxuryHomes/,https://www.instagram.com/sunluxuryhomes/?hl=en,,,,,success
home builders,19041,The Carriage Homes at Haverford Reserve,"Haverford, PA",(610) 526-9800,http://www.guidihomes.com/communities/haverfordreserve/,4.7,6,10432559390429932409,,NO,,,,,,,,404
architects,19041,Wolstenholme Associates LLC,"Doylestown, PA",(215) 701-3065,http://www.wolstenholmeassoc.com/,5.0,65,2251038743405928251,,NO,info@wolstenholmeassoc.com,https://www.facebook.com/wolstenholmeassoc,https://www.instagram.com/wolstenholme_associates/,,,,,success
interior designers,08247,The Summer House Design Group Inc,"Stone Harbor, NJ",(609) 368-9675,http://summerhousedesign.com/,4.7,23,11425636169562296902,,NO,"609.368.0099info@summerhousedesign.com, leader@teamseo4.com",https://www.facebook.com/profile.php?id=100066974734785,//instagram.com/summerhousedesigngroup,,,,https://www.tiktok.com/@summerhousedesigngroup,success
home builders,07711,Legacy Custom Home Builders,"Wall Township, NJ",(732) 864-1340,http://www.legacychb.com/,,,5779536722932716245,,NO,,,,,,,,error
kitchen contractors,07723,Drake Remodeling LLC,,(908) 806-0111,https://www.drakeremodeling.com/,5.0,21,11787563991582639582,,NO,,,,,,,,success
kitchen contractors,07723,Custom Kitchens By Lopez,"Freehold, NJ",(732) 984-1043,https://customkitchensbylopez.co/,5.0,45,10828648324962862194,,NO,,,,,,,,403
property developers,07620,Quality Home Developers,,(551) 276-1857,https://www.qualityhomedevelopers.com/,5.0,3,8437757982386853963,,NO,,https://www.facebook.com/qualityhomedevelopers,https://www.instagram.com/quality_home_developers/,https://www.linkedin.com/in/qualityhomedevelopers,,,https://www.tiktok.com/@qualityhomedevelopers?_t=8k4p0aiqkQ7&_r=1,success
general contractors,19035,RPK Construction,"Fairless Hills, PA",(267) 229-8381,https://rpkconstruction.com/,5.0,105,1106792660881439230,,NO,"RPKConstructionLLC@gmail.com, info@RPKConstruction.com",https://www.facebook.com/pages/category/Construction-Company/RPK-Construction-LLC-101499341430614/,,,,,,success
remodeling contractors,11976,Bathroom & Kitchen Remodel Southampton,"Southampton, NY",(631) 268-2725,http://bathroomandkitchenremodel.com/,4.8,17,3240725206308152700,,NO,"Emailinfo@bathroomandkitchenremodel.com, info@bathroomandkitchenremodel.com",,,,,,,success
general contractors,07078,Vertex Renovations,"Short Hills, NJ",(973) 846-5594,https://vertex-renovations.com/home-remodeling-short-hills-nj/,5.0,13,5706296665649490668,,NO,info@vertexservicesusa.com,,,,,,,success
interior designers,19035,Lauren Bellis Designs LLC,,(610) 999-7292,https://www.laurenbellisdesigns.com/,5.0,11,5133917573034884964,,NO,LaurenBellisDesigns@Gmail.com,,https://www.instagram.com/LaurenBellisDesigns/,,,,,success
property developers,11568,B2K Development,"Jericho, NY",(516) 747-1200,https://www.b2kdevelopment.com/,4.2,14,9487287297829431453,,NO,info@b2kdev.com,,,https://www.linkedin.com/company/b2k-development,,,,success
architects,07078,"RD Architectural Studio, LLC","Livingston, NJ",(551) 655-3187,https://www.rdarcstudio.com/,5.0,9,15337997668077991140,,NO,551-655-3187info@rdarcstudio.com,https://www.facebook.com/profile.php?id=100069003502639,https://www.instagram.com/rdarcstudio/,http://linkedin.com/in/ruchi-dhar-01302a49/,,,,success
architects,07723,Akertect Design - Architecture,"Point Pleasant, NJ",(732) 451-2100,http://www.akertectdesign.com/,5.0,37,8417064508791964760,,NO,732.451.2100info@akertectdesign.com,,http://instagram.com/akertect_design,,,,,success
architects,08247,"C. A. Lorentz, Architect","Cape May Court House, NJ",(609) 846-3595,http://capemayarchitect.com/,,,8318748064595564024,,NO,info@capemayarchitect.com,https://www.facebook.com/CapeMayArchitect,https://www.instagram.com/capemayarchitect/,,,,,success
general contractors,19035,Mr. Contractor,"Philadelphia, PA",(215) 423-5525,https://www.mrcontractorinc.com/,4.7,477,8252252295557987948,,NO,"19125EmailInfo@mrcontractor.comPhone, 423-9662info@mrcontractor.comFOLLOW, info@mrcontractor.com",https://www.facebook.com/Mr.ContractorInc/,http://instagram.com/mrcontractorinc,,https://www.youtube.com/watch?v=980fmfpd8no,https://twitter.com/MrContractorInc,,success
interior designers,08247,O'Connor Home Design,"Cape May, NJ",(609) 600-3534,http://www.oconnorhomedesign.com/,5.0,5,13088092974791720460,,NO,"08204609-600-3534info@oconnorhomedesign.comMap, 600-3534info@oconnorhomedesign.comCreated",https://www.facebook.com/oconnorhomedesign/,https://www.instagram.com/oconnorhomedesign/,,,,,success
home builders,19041,Rudloff Custom Builders,,(610) 692-8774,http://www.rudloffcustombuilders.com/,4.4,7,9753629384976126615,,NO,ed@rudloffcb.comsteve,,https://www.instagram.com/rudloffcb/?hl=en,,,,,success
general contractors,07078,ABS Total Construction,"Springfield, NJ",(973) 309-1001,https://abstotalconstruction.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,5.0,17,12633858536282296041,,NO,"07081info@abstotalconstruction.com, info@abstotalconstruction.com",https://www.facebook.com/people/ABS-Total-Construction/61563794626912/,https://www.instagram.com/abstotalconstruction/,,,,,success
home builders,07711,Holzhauer Construction,,(732) 751-0666,http://www.holzhauerconstruction.com/,4.2,10,11317769978426674747,,NO,,,,,,,,success
remodeling contractors,11976,Elite Decks,"Southampton, NY",(631) 405-9470,https://danwleach.com/?utm_source=GMB,5.0,38,12918857608918112931,,NO,,,,,,,,success
interior designers,19035,Atelier Interiors,,(610) 574-9198,https://atelierinteriordesign.com/,5.0,24,15151753466431671482,,NO,,https://www.facebook.com/studiolaneinteriordesign/,https://www.instagram.com/atelierinteriorsx/,,,,,success
architects,11976,BMA Architects,"Bridgehampton, NY",(631) 537-7277,https://www.bmaarchitects.com/,4.1,8,13575655691083486381,,NO,info@bmaarchitects.com,https://www.facebook.com/blazemakoidassociatesarchitects/,https://www.instagram.com/bma.architects/,https://www.linkedin.com/in/blazemakoid/,https://www.youtube.com/@BMAArchitects/featured,,,success
property developers,07620,Dream Home Developers,"Fort Lee, NJ",(201) 406-3922,http://www.dreamhomedevelopers.co/,4.3,6,7040133841306943929,,NO,"Dreamhomedevelopers@aol.com, NJDreamhomedevelopers@aol.com",https://www.facebook.com/wix,,,,,,success
property developers,11568,Legacy Home Development Group,"Dix Hills, NY",(631) 528-2248,https://www.legacyhomedevelopmentgroup.com/,5.0,19,5284310197340076288,,NO,info@legacyhomedevelopmentgroup.com,https://www.facebook.com/LegacyHomeDevelopmentGroup/,https://www.instagram.com/legacyhomedg/,,https://www.youtube.com/@LegacyHomeDevelopmentGroup,https://twitter.com/Legacy_Homess,,success
interior designers,08247,Thomas Matthew Designs,"Cape May Court House, NJ",(862) 243-3592,http://shop-tmd.com/,5.0,16,15282074320282738199,,NO,Thomasmatthewdesigns@gmail.comAddress,https://www.facebook.com/Thomasmatthewdesigns,https://www.instagram.com/thomasmatthewdesigns/,,https://www.youtube.com/user/shopify,,,success
general contractors,07078,Altior General Contracting,"Summit, NJ",(973) 908-3142,https://altiorcontracting.com/,5.0,10,3137529323554800656,,NO,,,,,,,,success
kitchen contractors,07723,"JLD Kitchens and Design, LLC","Fair Haven, NJ",(732) 673-7132,https://www.jldkitchensanddesign.com/,5.0,31,3124521446943354752,,NO,info@jldkitchensanddesign.com,,,,,,,success
home builders,19041,"Gardner/Fox Associates, Inc","Bryn Mawr, PA",(610) 525-8305,https://www.gardnerfox.com/,3.9,14,15694252511652092262,,NO,info@gardnerfox.com,https://www.facebook.com/gardnerfox/,https://www.instagram.com/gardner.fox/,,,https://twitter.com/gardnerfox1987,,success
general contractors,19035,Protechs Construction Contractors,,(602) 487-0607,http://yourprotechs.com/,5.0,17,12627334487140126815,,NO,"Info@yourprotechs.com, info@yourprotechs.com",,https://www.instagram.com/protechsconstruction/,,,,,success
kitchen contractors,07723,Kreative Home Solutions,"Oakhurst, NJ",(732) 343-1521,http://www.khsnj.com/,5.0,3,3209792082397985292,,NO,,,,,,,,success
property developers,11568,Rockaway Development Group Inc.,"Garden City, NY",(516) 761-3340,http://rockawaydevelopment.com/,5.0,4,11877151368507859812,,NO,,,,,,,,success
general contractors,19035,BO CONSTRUCTION LLC,"Philadelphia, PA",(267) 648-8141,https://www.bo-construction.com/,5.0,24,16449497661500501990,,NO,Reviewsestimates@bo-construction.com,,,,,,,success
architects,19041,"PJA Architecture, P.C.","Drexel Hill, PA",(610) 394-6558,https://www.pjarch.com/,5.0,1,15670005037771524583,,NO,"architects@pjarch.com, internships@pjarch.com",,http://instagram.com/pja_arch,,,,,success
home builders,19085,DesignHOME Studios by Weiss,"Wayne, PA",(610) 716-5572,https://designhomestudios.com/,5.0,4,8415156808489587726,,NO,info@designhomestudios.com,,https://www.instagram.com/designhomestudios/,,,,,success
remodeling contractors,11976,"1st Choice Builders Los Gatos - Home Addition, Kitchen & Bathroom Remodeling Contractors","Los Gatos, CA",(650) 254-7878,https://1stchoicebuilderscal.com/,5.0,29,9154967170086712812,,NO,,,,,,,,404
interior designers,08247,Allison Valtri Interiors,"Avalon, NJ",(609) 967-5800,http://www.allisonvaltriinteriors.com/,4.9,11,3506786476090578688,,NO,,https://www.facebook.com/allisonvaltriinteriors/,https://www.instagram.com/allisonvaltriinteriors/,,,,,success
general contractors,19035,MCG Construction Inc,"Philadelphia, PA",(215) 277-3108,https://mcgconstructionpa.com/,5.0,107,99311611719186287,,NO,277-3108mcg@mcgconstruction.com,https://www.facebook.com/MCG-Construction-Inc-366017676933292/,https://instagram.com/mcg.construction.inc?utm_source=ig_profile_share&igshid=mq8ta3vcpzqr,https://www.linkedin.com/in/mark-c-grimaldi-689b9b47,,,,success
general contractors,07078,JDDM Custom Construction,"Florham Park, NJ",(973) 809-9955,https://www.jddmco.com/,5.0,10,17006683688279102036,,NO,david@jddmco.com,https://www.facebook.com/JDDMCustomConstruction/,https://www.instagram.com/jddm_customconstruction/,,,,,success
architects,19085,JKRP Architects,"Philadelphia, PA",(215) 928-9331,http://www.jkrparchitects.com/,4.8,6,,,NO,info@jkrparchitects.com,https://www.facebook.com/jkrparchitects,https://instagram.com/jkrparchitects,https://www.linkedin.com/company/jkr-partners-llc,,https://twitter.com/jkrparchitects,,success
home builders,07711,K. Hovnanian Homes The Views at Northshore,"Asbury Park, NJ",(888) 784-3716,https://www.khov.com/new-construction-homes/new-jersey/asbury-park/the-views-at-northshore/?ref=LocalListing_ned_TheViewsatNorthshore&utm_source=LocalListing&utm_medium=organic&utm_term=ned&utm_content=TheViewsatNorthshore,,,14357301757848213075,,NO,,https://www.facebook.com/khovnanianhomes/,https://www.instagram.com/khovhomes,,https://www.youtube.com/KHovnanianHomes,,,success
interior designers,08247,Beach Dwellings Design LLC,"Stone Harbor, NJ",(609) 967-5299,http://beach-dwellings.com/,5.0,1,5082580861528875835,,NO,maria@beach-dwellings.com,https://www.facebook.com/beach.dwellings,,,,https://twitter.com/beachdwellings,,success
property developers,07620,"Skyline Development Group, LLC","North Bergen, NJ",(769) 759-5463,http://www.skylinedevelopment.group/,3.0,3,8696187514023001063,,NO,,,https://www.instagram.com/skylinedevelopmentgroup/,https://www.linkedin.com/company/skyline-development-group-llc/,,,,success
property developers,11568,"Carriage Hill Developers, Inc.","Hicksville, NY",(516) 935-4111,http://www.chillny.com/,4.5,2,7434636681279559274,,NO,employment@chillny.com,,http://www.instagram.com,,,,,success
architects,07620,Wellisch Architects LLC,"Mountainside, NJ",(908) 654-7900,https://wellischarchitects.com/,4.7,101,4030731937530230188,,NO,WellischArchitect@gmail.comContact,https://www.facebook.com/Wellisch-Architect-100938434718995/,https://www.instagram.com/wellischarchitects/,,,,,success
architects,19035,Blackney Hayes,"Philadelphia, PA",(215) 829-0922,https://www.blackneyhayes.com/,5.0,2,2169035372589910792,,NO,,https://www.facebook.com/BlackneyHayes/,https://www.instagram.com/blackneyhayes/,https://www.linkedin.com/company/blackney-hayes/,,,,success
architects,11962,Frank Greenwald Architect,"Sag Harbor, NY",(631) 329-1567,http://www.frankgreenwaldarchitect.com/,5.0,2,14250748159101848858,,NO,us.frank@frankgreenwaldarchitect.com,,https://www.instagram.com/frankgreenwaldarchitect/,,,,,success
home builders,19085,Main Line Custom Home Builder - Semerjian Builders,"Devon, PA",(610) 656-9334,https://semerjianbuilders.com/,2.5,8,6251974106608702856,,NO,,https://www.facebook.com/SemerjianBuilders,https://www.instagram.com/semerjianbuilders/,,,,,success
residential home builders,07723,Captivating Construction Group,"Colts Neck, NJ",(732) 272-5937,https://captivatingconstruction.com/?UTM_source=GMB_listing&UTM_medium=organic,5.0,33,503505411573845235,,NO,info@capconnj.com,https://www.facebook.com/CaptivatingConstructionGroup/,https://www.instagram.com/captivatingconstructiongroup/,,,,,success
property developers,07620,High Point Development,"Millburn, NJ",(973) 376-0040,http://highptdevelopment.com/contact/,4.3,6,4469184925990894130,,NO,376-0040paul@HighPtDevelopment.comGET,,,,,,,success
general contractors,07723,Joel Braun Construction,"Manalapan Township, NJ",(732) 589-5118,http://www.joelbraunconstruction.com/,4.9,61,5856461758371418996,,NO,Support@JoelBraunConstruction.com,https://www.facebook.com/JoelBraunConstruction,https://www.instagram.com/joelbraunconstruction/,,,,,success
property developers,11568,Rockwell Developers,"Roslyn Heights, NY",(516) 829-0026,https://www.rockwelldevelopers.com/,5.0,16,10905592071254312236,,NO,INFO@ROCKWELLDEVELOPERS.COMOFFICE,https://www.facebook.com/rockwelldevelopers/,https://www.instagram.com/rockwelldevelopers/,,,,,success
kitchen contractors,07723,KBS - Kitchen & Bath Solutions,"Fair Lawn, NJ",(718) 310-8775,http://www.kbskitchens.com/,5.0,98,13871280542097346210,,NO,kbskitchens@gmail.com,https://www.facebook.com/kbskitchenbathpro,https://www.instagram.com/kbskitchenandbath,https://www.linkedin.com/company/kbs-kitchen-bath-solutions,,,,success
property developers,07620,Platinum Developers,"Lakewood, NJ",(732) 364-1900,http://platinumdevelopers.com/,4.6,9,13165348584252767286,,NO,,,,,,,,success
kitchen contractors,07723,Designer Kitchen & Bath,"Freehold, NJ",(732) 409-7778,https://www.designerknb.com/,4.8,32,18384246612517720810,,NO,dsgrknb@gmail.com,https://facebook.com/Designer-Kitchen-Bath-inc-194636530914,,,,,,success
general contractors,19035,Nu-View Construction - GENERAL CONTRACTOR,"Philadelphia, PA",(267) 203-4880,https://nuviewconstructions.com/,4.8,104,12629162661686811918,,NO,"emailinfo@nuviewconstructions.comCorporate, info@nuviewconstructions.comCorporate",https://www.facebook.com/profile.php?id=100095043140164&mibextid=LQQJ4d,https://www.instagram.com/nuview_construction_pa_,,https://www.youtube.com/@NuviewConstructionsPhl,,https://www.tiktok.com/@nuviewconstructions,success
remodeling contractors,11568,"Legacy Home Remodeling, Inc.",,(516) 665-9978,http://www.legacyhomeremodelingny.com/,5.0,103,3845398621474455151,,NO,Uscontact@legacyhomeremodelingny.com,https://www.facebook.com/legacyhomeremodelingny,https://www.instagram.com/legacyhomeremodelingny/,,,,,success
interior designers,08202,Studio Blu Interiors,"Avalon, NJ",(609) 478-0450,https://studiobluinteriors.com/,,,7045313154342434821,,NO,onlyinfo@studiobluinteriors.com,https://www.facebook.com/studiobluinteriors/,https://www.instagram.com/studio.blu.interiors/,,,,,success
general contractors,07078,Hill Top Construction Solutions,"Summit, NJ",(551) 273-9687,https://www.hilltopconstructionsolutions.com/,5.0,30,15911475113424147911,,NO,,https://www.facebook.com/wix,https://www.instagram.com/wix,https://il.linkedin.com/company/wix-com?trk=public_jobs_topcard_logo,https://www.youtube.com/user/Wix,,https://www.tiktok.com/@wix?_d=secCgYIASAHKAESPgo8bJWqrWC4Nr%2BRYzP%2BVtrmkW1yv8onKe340Iy%2FTDOE1GiC5K1C6e8qw19A1ZDHAm8CRSncDs9zU2FiADwVGgA%3D&checksum=6ee3b8ed09a7b80754f53d8d9654f3607efacb929e1fe7cb2168ab163f9c106d&language=en&sec_uid=MS4wLjABAAAAYHhFoEGKGLJwnIBxd-QXc1KVcUtlG1sHpsa0HQUHGw4zmND_lFqx6z2IPJH7chg_&sec_user_id=MS4wLjABAAAAgPHZ_FdpBZBJUM3ddmqfpjOvm-vJLKHpFiyv4dstvGcgdF3_apqTw54z5V4uOXel&share_app_id=1233&share_author_id=6795533291946083333&share_link_id=830633BB-5464-41EC-A582-52B78B5041AC&tt_from=copy&u_code=dccm9a1hm10m3e&user_id=6827810298247119878&utm_campaign=client_share&utm_medium=ios&utm_source=copy&source=h5_m&_r=1,success
interior designers,19041,Philadelphia Design Collective,"Wyndmoor, PA",(215) 620-8726,https://www.phillydesigncollective.com/,5.0,21,8057753173646275406,,NO,"19038admin@philadelphiadesigncollective.com, kristin@philadelphiadesigncollective.com",https://www.facebook.com/Philadelphia-Design-Collective-258233571566647,https://www.instagram.com/phillydesigncollective/,,,,,success
remodeling contractors,11976,Rose Remodeling & Design,"Sunnyvale, CA",(510) 402-7165,http://roseremodelinganddesign.com/,5.0,62,16010775123984849126,,NO,Adir@RoseRemodelingAndDesign.com,,https://www.instagram.com/roseremodeling1?igsh=MmVlMjlkMTBhMg%3D%3D&utm_source=qr,,,,,success
home builders,19085,King of Prussia Home Solution,,(610) 595-4144,https://mastercontractorservice.com/,5.0,65,15644841319929063315,,NO,,,,,,,,success
architects,08202,Christina Amey Architect LLC,"Avalon, NJ",(609) 920-0225,http://www.ameyarchitect.com/,2.0,1,10849298016214295742,,NO,"Christina@AmeyArchitect.com, christina@ameyarchitect.com",https://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.ocnjarchitect.com%2Fcontact%2F,,,,,,success
residential home builders,07723,CMM Custom Homes,"Wall Township, NJ",(732) 455-3650,http://www.teamcmm.com/,5.0,11,14883716036604129374,,NO,"455-3650social@teamcmm.com, Homessocial@cmmconstruction.com",https://www.facebook.com/cmmcustomhomes,https://www.instagram.com/cmmcustomhomes/,https://www.linkedin.com/company/cmm-inc,,,,success
general contractors,19035,Phoenix General Contractors LLC,,(215) 609-2631,https://www.facebook.com/phoenixgeneralLLC,5.0,2,14731619904579249251,,NO,,https://www.facebook.com/login/device-based/regular/login/?login_attempt=1&next=https%3A%2F%2Fwww.facebook.com%2FphoenixgeneralLLC,,,,,,success
general contractors,07078,Q3 Construction LLC,,(908) 265-0540,https://www.q3constructionllc.com/,5.0,10,8607878576713794725,,NO,"LLC908-265-0540Q3constructionj@gmail.comPrivacy, Q3constructionnj@gmail.comCall",https://www.facebook.com/people/Q3-Construction/61550129530378/?mibextid=LQQJ4d,,,,,,success
remodeling contractors,11568,Bathroom & Kitchen Remodeling Contractor,"Jericho, NY",(516) 441-3157,https://bathroomandkitchenremodel.shop/,5.0,1,10607233001117825018,,NO,"Emailinfo@bathroomandkitchenremodel.com, info@bathroomandkitchenremodel.com",,,,,,,success
property developers,07620,Claudia Roesing Real Estate - Corcoran Infinity Properties,"Alpine, NJ",(201) 803-1778,http://claudiaroesingre.com/,5.0,45,199429524317232591,,NO,claudiaroesing1@gmail.com,https://www.facebook.com/p/Claudia-Roesing-Real-Estate-100069365344647/,https://www.instagram.com/claudiaroesing/,https://www.linkedin.com/in/claudia-roesing-abba3617a/,,,https://www.tiktok.com/@claudiaroesing,success
kitchen contractors,07723,Liamar,"Howell Township, NJ",(888) 655-0064,https://liamar.com/,5.0,20,9161561311203818458,,NO,SALES@LIAMAR.COM,https://facebook.com/LiamarGeneralContractor,https://www.instagram.com/liamarconstruction,https://www.linkedin.com/company/liamar,,https://twitter.com/LiamarBuilders,,success
interior designers,19041,Delia Designs Interior Design,"Philadelphia, PA",(609) 977-0820,http://www.delia-designs.com/,5.0,36,4438759028862886916,,NO,tinadelia@delia-designs.com,https://www.facebook.com/pages/Delia-Designs/167174857586,https://www.instagram.com/tinadelia.designs/,,,https://twitter.com/deliadesigns,,success
architects,08247,FULCRUM DESIGN GROUP,"Cape May, NJ",(609) 884-4108,http://www.fulcrumdesigngroup.com/,4.7,3,11600347791280624995,,NO,,https://www.facebook.com/fulcrumdesigngroup,https://www.instagram.com/fulcrumdesigngroup,https://www.linkedin.com/company/fulcrum-design-group,,,,success
interior designers,07711,Christina Kim Interior Design,"Manasquan, NJ",(732) 590-5187,http://www.christinakiminteriordesign.com/,5.0,2,15577794935984674713,,NO,732.590.5187Info@ChristinaKimID.com,https://www.facebook.com/ChristinaKimInteriorDesign ,https://www.instagram.com/ckiminteriordesign/,https://www.linkedin.com/in/christina-kim-49496646/ ,,,,success
residential home builders,07723,Rushmore Construction Group,"Oakhurst, NJ",(732) 759-5909,https://www.instagram.com/rushmore.construction_?igsh=ZGV3MWlya2Q3MHpp,4.9,20,424089053080539120,,NO,,,,,,,,success
architects,07078,Brian Siegel Architects,"Chatham, NJ",(973) 635-3621,http://www.briansiegelarchitects.com/,5.0,2,8219452396646833521,,NO,"973-635-3621info@briansiegelarchitects.com, consultation973-635-3621info@briansiegelarchitects.com",,,,,,,success
remodeling contractors,11568,Professional Home Remodeling Inc.,"Franklin Square, NY",(718) 316-9221,http://www.phr-ny.com/,4.7,523,13822137396551773675,,NO,,https://www.facebook.com/phr.ny,,,,,,success
general contractors,19035,F Rossi General Contractors,"Philadelphia, PA",(610) 665-4080,http://frossigeneralcontractors.com/,5.0,45,4777321640900866224,,NO,frossig8@gmail.com,http://www.facebook.com/profile.php?id=100054226731887,https://www.instagram.com/frossigeneral/profilecard/?igsh=MXY3ZTc4dG42ZWlzeA,https://www.linkedin.com/in/fabio-rossi-contractor/,,,,success
kitchen contractors,07723,Kitchen Wizard and More LLC,,(813) 557-4742,https://kitchenwizardandmore.com/,4.7,58,4006696037969912022,,NO,tony50skulitz@gmail.com,,,,,,,success
interior designers,07711,Tara Dowd Interior Designs,,(732) 977-4020,https://www.taradowdinteriordesigns.com/,5.0,8,5486216636016632690,,NO,tara@taradowdinteriordesigns.comTara,,https://www.instagram.com/tara.dowd.interiordesigns/,,,,,success
architects,07723,OTS Architecture,"Little Silver, NJ",(732) 996-9170,https://www.otsarchitecture.com/,5.0,4,7070113731660199315,,NO,NCARBtyler@otsarchitecture.com,,https://www.instagram.com/heyitsjulios/?hl=en,https://www.linkedin.com/in/william-tyler-sandlass-9028016/,,,,success
property developers,07620,Dream City Realty,"Fort Lee, NJ",(201) 401-7797,https://www.dreamcitynj.com/,5.0,5,2154481524104008583,,NO,"07024201-401-7797jackie6037@gmail.comQuick, 07024Phone201-401-7797Emailjackie6037@gmail.comBrokerJong, 07024Phone201-401-7797Emailjackie6037@gmail.comFeatured, Broker201-401-7797jackie6037@gmail.com",,,,,,,success
architects,11568,BDG Architects - NE Studio,"Mineola, NY",(516) 294-1666,http://www.bdgllp.com/,5.0,2,9858008929131459262,,NO,,https://www.facebook.com/bdgllp/,https://www.instagram.com/bdgarchitectsusa/,https://www.linkedin.com/company/bdg-architects/,https://www.youtube.com/channel/UCYM0xiRlg3VIJPgz_zk7lCw/,,,success
architects,11976,AML Architects,"Southampton, NY",(631) 287-7230,https://www.aml-architecture.com/,5.0,1,17532756654035734201,,NO,"Charles@AML-Architecture.com, Fulvio@AML-Architecture.com, Kirk@AML-Architecture.com, Mail@AML-Architecture.com, Richard@AML-Architecture.com",,https://www.instagram.com/aml_architecture/,,,,,success
interior designers,19041,Gray Space Interiors,"Elkins Park, PA",(215) 876-2450,http://www.grayspaceinteriors.com/,4.9,26,2457303407036930205,,NO,,https://www.facebook.com/grayspaceinteriordesign,https://www.instagram.com/grayspaceinteriors/,,,,,success
home builders,19085,Cullen Construction Inc.,"Wayne, PA",(610) 687-4949,https://cullenconstructioninc.com/,4.8,10,11401862271604106661,,NO,,https://www.facebook.com/WixStudio,https://www.instagram.com/wix/,https://www.linkedin.com/company/wix-com,https://www.youtube.com/user/Wix,https://twitter.com/WixStudio,https://www.tiktok.com/@wix,success
remodeling contractors,11568,Home Renovations and Repairs NY,,(347) 935-4141,https://www.homerenovationsandbeyond.com/,5.0,63,17192233963299765021,,NO,homerenovationserviceny@gmail.combottom,,,,,,,success
